"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CPI","TOT","AGRWTH","M","2005-10",2.995518,
"OECD","CPI","TOT","AGRWTH","M","2005-11",2.548213,
"OECD","CPI","TOT","AGRWTH","M","2005-12",2.590318,
"OECD","CPI","TOT","AGRWTH","M","2006-01",2.959775,
"OECD","CPI","TOT","AGRWTH","M","2006-02",2.754676,
"OECD","CPI","TOT","AGRWTH","M","2006-03",2.572923,
"OECD","CPI","TOT","AGRWTH","M","2006-04",2.779065,
"OECD","CPI","TOT","AGRWTH","M","2006-05",3.10885,
"OECD","CPI","TOT","AGRWTH","M","2006-06",3.22251,
"OECD","CPI","TOT","AGRWTH","M","2006-07",3.149785,
"OECD","CPI","TOT","AGRWTH","M","2006-08",3.055387,
"OECD","CPI","TOT","AGRWTH","M","2006-09",2.16965,
"OECD","CPI","TOT","AGRWTH","M","2006-10",1.748022,
"OECD","CPI","TOT","AGRWTH","M","2006-11",2.087378,
"OECD","CPI","TOT","AGRWTH","M","2006-12",2.347788,
"OECD","CPI","TOT","AGRWTH","M","2007-01",2.080307,
"OECD","CPI","TOT","AGRWTH","M","2007-02",2.254136,
"OECD","CPI","TOT","AGRWTH","M","2007-03",2.496998,
"OECD","CPI","TOT","AGRWTH","M","2007-04",2.406246,
"OECD","CPI","TOT","AGRWTH","M","2007-05",2.386752,
"OECD","CPI","TOT","AGRWTH","M","2007-06",2.369476,
"OECD","CPI","TOT","AGRWTH","M","2007-07",2.185105,
"OECD","CPI","TOT","AGRWTH","M","2007-08",1.969783,
"OECD","CPI","TOT","AGRWTH","M","2007-09",2.406343,
"OECD","CPI","TOT","AGRWTH","M","2007-10",2.970267,
"OECD","CPI","TOT","AGRWTH","M","2007-11",3.50547,
"OECD","CPI","TOT","AGRWTH","M","2007-12",3.45548,
"OECD","CPI","TOT","AGRWTH","M","2008-01",3.612477,
"OECD","CPI","TOT","AGRWTH","M","2008-02",3.576158,
"OECD","CPI","TOT","AGRWTH","M","2008-03",3.651582,
"OECD","CPI","TOT","AGRWTH","M","2008-04",3.587594,
"OECD","CPI","TOT","AGRWTH","M","2008-05",3.954465,
"OECD","CPI","TOT","AGRWTH","M","2008-06",4.507874,
"OECD","CPI","TOT","AGRWTH","M","2008-07",4.911567,
"OECD","CPI","TOT","AGRWTH","M","2008-08",4.758067,
"OECD","CPI","TOT","AGRWTH","M","2008-09",4.503755,
"OECD","CPI","TOT","AGRWTH","M","2008-10",3.762712,
"OECD","CPI","TOT","AGRWTH","M","2008-11",2.306206,
"OECD","CPI","TOT","AGRWTH","M","2008-12",1.602635,
"OECD","CPI","TOT","AGRWTH","M","2009-01",1.355077,
"OECD","CPI","TOT","AGRWTH","M","2009-02",1.404422,
"OECD","CPI","TOT","AGRWTH","M","2009-03",0.9462877,
"OECD","CPI","TOT","AGRWTH","M","2009-04",0.6867549,
"OECD","CPI","TOT","AGRWTH","M","2009-05",0.1440377,
"OECD","CPI","TOT","AGRWTH","M","2009-06",-0.08179504,
"OECD","CPI","TOT","AGRWTH","M","2009-07",-0.597569,
"OECD","CPI","TOT","AGRWTH","M","2009-08",-0.270321,
"OECD","CPI","TOT","AGRWTH","M","2009-09",-0.2744247,
"OECD","CPI","TOT","AGRWTH","M","2009-10",0.2105832,
"OECD","CPI","TOT","AGRWTH","M","2009-11",1.267548,
"OECD","CPI","TOT","AGRWTH","M","2009-12",1.820889,
"OECD","CPI","TOT","AGRWTH","M","2010-01",2.041401,
"OECD","CPI","TOT","AGRWTH","M","2010-02",1.874503,
"OECD","CPI","TOT","AGRWTH","M","2010-03",2.042403,
"OECD","CPI","TOT","AGRWTH","M","2010-04",2.07044,
"OECD","CPI","TOT","AGRWTH","M","2010-05",1.939393,
"OECD","CPI","TOT","AGRWTH","M","2010-06",1.455538,
"OECD","CPI","TOT","AGRWTH","M","2010-07",1.572082,
"OECD","CPI","TOT","AGRWTH","M","2010-08",1.5123,
"OECD","CPI","TOT","AGRWTH","M","2010-09",1.627499,
"OECD","CPI","TOT","AGRWTH","M","2010-10",1.777446,
"OECD","CPI","TOT","AGRWTH","M","2010-11",1.720476,
"OECD","CPI","TOT","AGRWTH","M","2010-12",1.963175,
"OECD","CPI","TOT","AGRWTH","M","2011-01",2.042004,
"OECD","CPI","TOT","AGRWTH","M","2011-02",2.263986,
"OECD","CPI","TOT","AGRWTH","M","2011-03",2.555532,
"OECD","CPI","TOT","AGRWTH","M","2011-04",2.787355,
"OECD","CPI","TOT","AGRWTH","M","2011-05",3.034084,
"OECD","CPI","TOT","AGRWTH","M","2011-06",2.995919,
"OECD","CPI","TOT","AGRWTH","M","2011-07",3.072258,
"OECD","CPI","TOT","AGRWTH","M","2011-08",3.157855,
"OECD","CPI","TOT","AGRWTH","M","2011-09",3.210221,
"OECD","CPI","TOT","AGRWTH","M","2011-10",3.076007,
"OECD","CPI","TOT","AGRWTH","M","2011-11",3.075589,
"OECD","CPI","TOT","AGRWTH","M","2011-12",2.846757,
"OECD","CPI","TOT","AGRWTH","M","2012-01",2.78875,
"OECD","CPI","TOT","AGRWTH","M","2012-02",2.786067,
"OECD","CPI","TOT","AGRWTH","M","2012-03",2.642449,
"OECD","CPI","TOT","AGRWTH","M","2012-04",2.449257,
"OECD","CPI","TOT","AGRWTH","M","2012-05",2.059711,
"OECD","CPI","TOT","AGRWTH","M","2012-06",1.997104,
"OECD","CPI","TOT","AGRWTH","M","2012-07",1.880205,
"OECD","CPI","TOT","AGRWTH","M","2012-08",2.055295,
"OECD","CPI","TOT","AGRWTH","M","2012-09",2.20987,
"OECD","CPI","TOT","AGRWTH","M","2012-10",2.231622,
"OECD","CPI","TOT","AGRWTH","M","2012-11",1.932892,
"OECD","CPI","TOT","AGRWTH","M","2012-12",1.85742,
"OECD","CPI","TOT","AGRWTH","M","2013-01",1.721416,
"OECD","CPI","TOT","AGRWTH","M","2013-02",1.808749,
"OECD","CPI","TOT","AGRWTH","M","2013-03",1.570422,
"OECD","CPI","TOT","AGRWTH","M","2013-04",1.25996,
"OECD","CPI","TOT","AGRWTH","M","2013-05",1.488077,
"OECD","CPI","TOT","AGRWTH","M","2013-06",1.801171,
"OECD","CPI","TOT","AGRWTH","M","2013-07",1.958723,
"OECD","CPI","TOT","AGRWTH","M","2013-08",1.694487,
"OECD","CPI","TOT","AGRWTH","M","2013-09",1.489476,
"OECD","CPI","TOT","AGRWTH","M","2013-10",1.297939,
"OECD","CPI","TOT","AGRWTH","M","2013-11",1.469958,
"OECD","CPI","TOT","AGRWTH","M","2013-12",1.641213,
"OECD","CPI","TOT","AGRWTH","M","2014-01",1.651483,
"OECD","CPI","TOT","AGRWTH","M","2014-02",1.451724,
"OECD","CPI","TOT","AGRWTH","M","2014-03",1.585719,
"OECD","CPI","TOT","AGRWTH","M","2014-04",2.034293,
"OECD","CPI","TOT","AGRWTH","M","2014-05",2.095212,
"OECD","CPI","TOT","AGRWTH","M","2014-06",2.071496,
"OECD","CPI","TOT","AGRWTH","M","2014-07",1.974471,
"OECD","CPI","TOT","AGRWTH","M","2014-08",1.823964,
"OECD","CPI","TOT","AGRWTH","M","2014-09",1.758576,
"OECD","CPI","TOT","AGRWTH","M","2014-10",1.757396,
"OECD","CPI","TOT","AGRWTH","M","2014-11",1.526391,
"OECD","CPI","TOT","AGRWTH","M","2014-12",1.124688,
"OECD","CPI","TOT","AGRWTH","M","2015-01",0.5892559,
"OECD","CPI","TOT","AGRWTH","M","2015-02",0.6516556,
"OECD","CPI","TOT","AGRWTH","M","2015-03",0.6859018,
"OECD","CPI","TOT","AGRWTH","M","2015-04",0.5537365,
"OECD","CPI","TOT","AGRWTH","M","2015-05",0.6815687,
"OECD","CPI","TOT","AGRWTH","M","2015-06",0.7042075,
"OECD","CPI","TOT","AGRWTH","M","2015-07",0.6859607,
"OECD","CPI","TOT","AGRWTH","M","2015-08",0.6847148,
"OECD","CPI","TOT","AGRWTH","M","2015-09",0.5382833,
"OECD","CPI","TOT","AGRWTH","M","2015-10",0.6808029,
"OECD","CPI","TOT","AGRWTH","M","2015-11",0.8194551,
"OECD","CPI","TOT","AGRWTH","M","2015-12",0.9581814,
"OECD","CPI","TOT","AGRWTH","M","2016-01",1.290723,
"OECD","CPI","TOT","AGRWTH","M","2016-02",1.064999,
"OECD","CPI","TOT","AGRWTH","M","2016-03",0.9446626,
"OECD","CPI","TOT","AGRWTH","M","2016-04",0.9533309,
"OECD","CPI","TOT","AGRWTH","M","2016-05",0.9340826,
"OECD","CPI","TOT","AGRWTH","M","2016-06",1.011612,
"OECD","CPI","TOT","AGRWTH","M","2016-07",0.9883913,
"OECD","CPI","TOT","AGRWTH","M","2016-08",1.061559,
"OECD","CPI","TOT","AGRWTH","M","2016-09",1.289093,
"OECD","CPI","TOT","AGRWTH","M","2016-10",1.464445,
"OECD","CPI","TOT","AGRWTH","M","2016-11",1.544444,
"OECD","CPI","TOT","AGRWTH","M","2016-12",1.879453,
"OECD","CPI","TOT","AGRWTH","M","2017-01",2.360735,
"OECD","CPI","TOT","AGRWTH","M","2017-02",2.544065,
"OECD","CPI","TOT","AGRWTH","M","2017-03",2.358567,
"OECD","CPI","TOT","AGRWTH","M","2017-04",2.396046,
"OECD","CPI","TOT","AGRWTH","M","2017-05",2.159301,
"OECD","CPI","TOT","AGRWTH","M","2017-06",1.962336,
"OECD","CPI","TOT","AGRWTH","M","2017-07",2.015388,
"OECD","CPI","TOT","AGRWTH","M","2017-08",2.220206,
"OECD","CPI","TOT","AGRWTH","M","2017-09",2.369043,
"OECD","CPI","TOT","AGRWTH","M","2017-10",2.222111,
"OECD","CPI","TOT","AGRWTH","M","2017-11",2.409334,
"OECD","CPI","TOT","AGRWTH","M","2017-12",2.349821,
"OECD","CPI","TOT","AGRWTH","M","2018-01",2.191054,
"OECD","CPI","TOT","AGRWTH","M","2018-02",2.215491,
"OECD","CPI","TOT","AGRWTH","M","2018-03",2.280565,
"OECD","CPI","TOT","AGRWTH","M","2018-04",2.269708,
"OECD","CPI","TOT","AGRWTH","M","2018-05",2.601645,
"OECD","CPI","TOT","AGRWTH","M","2018-06",2.78655,
"OECD","CPI","TOT","AGRWTH","M","2018-07",2.884394,
"OECD","CPI","TOT","AGRWTH","M","2018-08",2.891892,
"OECD","CPI","TOT","AGRWTH","M","2018-09",2.914203,
"OECD","CPI","TOT","AGRWTH","M","2018-10",3.102337,
"OECD","CPI","TOT","AGRWTH","M","2018-11",2.69898,
"OECD","CPI","TOT","AGRWTH","M","2018-12",2.385023,
"OECD","CPI","TOT","AGRWTH","M","2019-01",2.10726,
"OECD","CPI","TOT","AGRWTH","M","2019-02",2.088406,
"OECD","CPI","TOT","AGRWTH","M","2019-03",2.278643,
"OECD","CPI","TOT","AGRWTH","M","2019-04",2.481407,
"OECD","CPI","TOT","AGRWTH","M","2019-05",2.268636,
"OECD","CPI","TOT","AGRWTH","M","2019-06",2.086389,
"OECD","CPI","TOT","AGRWTH","M","2019-07",2.152885,
"OECD","CPI","TOT","AGRWTH","M","2019-08",1.957557,
"OECD","CPI","TOT","AGRWTH","M","2019-09",1.676566,
"OECD","CPI","TOT","AGRWTH","M","2019-10",1.649552,
"OECD","CPI","TOT","AGRWTH","M","2019-11",1.896757,
"OECD","CPI","TOT","AGRWTH","M","2019-12",2.168352,
"OECD","CPI","TOT","AGRWTH","M","2020-01",2.378633,
"OECD","CPI","TOT","AGRWTH","M","2020-02",2.27071,
"OECD","CPI","TOT","AGRWTH","M","2020-03",1.736641,
"OECD","CPI","TOT","AGRWTH","M","2020-04",0.846323,
"OECD","CPI","TOT","AGRWTH","M","2020-05",0.6955049,
"OECD","CPI","TOT","AGRWTH","M","2020-06",1.078127,
"OECD","CPI","TOT","AGRWTH","M","2020-07",1.20635,
"OECD","CPI","TOT","AGRWTH","M","2020-08",1.287512,
"OECD","CPI","TOT","AGRWTH","M","2020-09",1.325153,
"OECD","CPI","TOT","AGRWTH","M","2020-10",1.179892,
